ra,ano,idade,ano_ingresso,inde,cg,cf,ct,iaa,ieg,ips,ipp,ida,mat,por,ing,ipv,ian,defasagem,evadiu,delta_defasagem,event_timestamp,fase_num,fase_ideal_num,pedra_num,tipo_inst_num,genero_masculino,pv_Sim
RA-755,2023,9,2022,8.7442,40.0,28.0,3.0,10.0,9.5,7.52,7.5,9.2,9.2,9.2,9.2,10.01,5.0,-1.0,0.0,-1.0,2023-12-31,0,1,4,2,1,1
RA-763,2023,10,2021,6.7215,701.0,192.0,12.0,0.0,9.2,3.14,6.875,7.9,7.8,8.0,7.9,9.0,5.0,-2.0,0.0,0.0,2023-12-31,0,2,2,2,0,1
RA-757,2023,10,2022,8.6742,51.0,33.0,5.0,9.0,9.6,7.52,7.5,9.3,9.5,9.0,9.4,10.01,5.0,-2.0,0.0,-1.0,2023-12-31,0,2,4,2,0,1
RA-959,2023,8,2023,8.6677,54.0,36.0,6.0,10.0,9.6,7.52,6.875,7.7,7.7,7.7,7.7,8.84,10.0,0.0,0.0,,2023-12-31,0,0,4,2,1,0
RA-960,2023,10,2023,7.0847,580.0,172.0,11.0,8.5,10.0,7.52,5.625,6.3,6.5,6.0,6.4,5.85,5.0,-2.0,0.0,,2023-12-31,0,2,3,2,1,0
RA-961,2023,9,2023,5.99625,860.0,219.0,13.0,0.0,8.7,2.52,5.3125,6.2,6.2,6.2,6.2,8.665,5.0,-1.0,0.0,,2023-12-31,0,1,1,2,1,0
RA-962,2023,9,2023,8.4742,94.0,57.0,3.0,9.0,9.2,7.52,7.5,8.7,9.5,7.8,8.8,10.01,5.0,-1.0,1.0,,2023-12-31,0,1,4,2,0,1
RA-805,2023,9,2021,6.492,766.0,204.0,11.0,0.0,9.1,7.52,6.25,6.8,6.8,6.8,6.8,7.175,5.0,-1.0,0.0,-1.0,2023-12-31,0,1,2,2,1,0
RA-806,2023,9,2022,7.2937,508.0,155.0,9.0,8.5,8.3,6.27,6.875,7.8,7.8,7.7,7.9,7.095,5.0,-1.0,0.0,-1.0,2023-12-31,0,1,3,2,1,0
RA-807,2023,9,2022,7.8632,276.0,103.0,5.0,9.5,9.1,7.52,6.25,8.0,8.3,7.7,8.0,8.08,5.0,-1.0,0.0,-1.0,2023-12-31,0,1,3,2,1,0
RA-963,2023,9,2023,8.6142,65.0,41.0,1.0,9.5,9.8,7.52,7.5,8.5,8.3,8.7,8.5,10.01,5.0,-1.0,0.0,,2023-12-31,0,1,4,2,0,1
RA-964,2023,9,2023,7.7997,302.0,109.0,6.0,8.5,9.4,7.52,6.875,7.2,7.3,7.0,7.3,8.5,5.0,-1.0,0.0,,2023-12-31,0,1,3,2,1,0
RA-965,2023,9,2023,6.4832,767.0,205.0,12.0,8.5,8.2,6.27,5.0,4.7,5.3,4.0,4.8,7.18,5.0,-1.0,0.0,,2023-12-31,0,1,2,2,0,0
RA-966,2023,9,2023,7.44345,449.0,145.0,8.0,10.0,10.0,7.52,6.5625,5.0,5.0,5.0,5.0,7.675,5.0,-1.0,0.0,,2023-12-31,0,1,3,2,1,0
RA-967,2023,10,2023,7.1347,566.0,168.0,10.0,9.5,8.0,7.52,5.625,6.5,6.5,6.5,6.5,7.35,5.0,-2.0,0.0,,2023-12-31,0,2,3,2,1,0
RA-968,2023,9,2023,8.4942,86.0,53.0,2.0,9.0,9.7,7.52,7.5,8.3,8.0,8.5,8.4,10.01,5.0,-1.0,0.0,,2023-12-31,0,1,4,2,0,1
RA-812,2023,8,2022,8.0357,214.0,89.0,4.0,9.5,9.1,7.52,6.875,5.8,6.3,5.3,5.8,8.33,10.0,0.0,1.0,0.0,2023-12-31,0,0,4,2,1,0
RA-969,2023,8,2023,7.7692,318.0,115.0,7.0,8.5,9.7,7.52,6.25,5.5,6.0,5.0,5.5,7.51,10.0,0.0,0.0,,2023-12-31,0,0,3,2,1,0
RA-970,2023,8,2023,8.9977,16.0,11.0,1.0,8.5,8.1,7.52,9.375,9.4,9.2,9.5,9.5,9.84,10.0,0.0,1.0,,2023-12-31,0,0,4,2,0,1
RA-971,2023,8,2023,7.0169,610.0,178.0,8.0,7.8,6.4,3.77,5.625,6.9,5.5,8.3,6.9,8.17,10.0,0.0,0.0,,2023-12-31,0,0,3,2,1,0
RA-972,2023,8,2023,7.5427,422.0,137.0,6.0,9.0,9.1,3.77,6.875,6.0,6.2,5.7,6.1,7.84,10.0,0.0,0.0,,2023-12-31,0,0,3,2,1,0
RA-973,2023,9,2023,5.82875,882.0,225.0,9.0,0.0,8.6,3.77,7.1875,5.2,6.2,4.1,5.3,7.415,5.0,-1.0,0.0,,2023-12-31,0,1,1,2,1,0
RA-974,2023,8,2023,8.4752,93.0,56.0,2.0,9.0,9.1,3.77,7.5,8.8,8.8,8.8,8.8,9.34,10.0,0.0,0.0,,2023-12-31,0,0,4,2,1,1
RA-975,2023,8,2023,7.7803,310.0,112.0,5.0,7.9,9.2,7.52,5.625,6.5,7.2,5.8,6.5,7.67,10.0,0.0,0.0,,2023-12-31,0,0,3,2,0,0
RA-976,2023,8,2023,8.39895,111.0,63.0,3.0,9.5,9.2,6.27,5.9375,8.6,9.0,8.2,8.6,8.34,10.0,0.0,1.0,,2023-12-31,0,0,4,2,1,0
RA-977,2023,7,2023,7.1717,550.0,165.0,7.0,8.5,7.4,5.02,5.625,5.8,5.7,5.9,5.8,8.085,10.0,0.0,0.0,,2023-12-31,0,0,3,2,0,0
RA-978,2023,8,2023,8.3877,113.0,64.0,4.0,9.0,9.8,3.77,5.625,8.6,8.7,8.5,8.6,9.34,10.0,0.0,0.0,,2023-12-31,0,0,4,2,0,1
RA-979,2023,8,2023,8.1617,182.0,80.0,4.0,9.5,9.6,6.27,5.625,6.0,6.0,6.0,6.0,9.51,10.0,0.0,0.0,,2023-12-31,0,0,4,2,1,1
RA-980,2023,8,2023,7.1425,563.0,167.0,11.0,0.0,9.8,5.02,5.625,6.3,6.5,6.0,6.4,9.34,10.0,0.0,0.0,,2023-12-31,0,0,3,2,0,1
RA-808,2023,9,2022,8.1932,173.0,77.0,3.0,10.0,10.0,2.52,7.5,8.7,8.7,8.7,8.7,9.755,5.0,-1.0,0.0,-1.0,2023-12-31,0,1,4,2,1,1
RA-981,2023,7,2023,7.5367,427.0,139.0,10.0,9.5,9.1,2.52,5.625,5.8,5.7,5.8,5.9,9.01,10.0,0.0,0.0,,2023-12-31,0,0,3,2,0,1
RA-982,2023,7,2023,7.1215,568.0,170.0,12.0,0.0,9.1,2.52,5.625,8.6,8.7,8.5,8.6,8.835,10.0,0.0,0.0,,2023-12-31,0,0,3,2,1,0
RA-983,2023,8,2023,8.3502,127.0,68.0,2.0,8.5,9.9,2.52,6.25,8.8,8.8,8.8,8.8,9.415,10.0,0.0,1.0,,2023-12-31,0,0,4,2,1,1
RA-984,2023,8,2023,8.8177,32.0,22.0,1.0,8.0,9.8,7.52,6.875,8.3,8.3,8.2,8.4,9.84,10.0,0.0,0.0,,2023-12-31,0,0,4,2,0,1
RA-985,2023,8,2023,7.6247,385.0,132.0,9.0,9.0,9.3,2.52,5.625,6.8,7.3,6.2,6.9,8.5,10.0,0.0,0.0,,2023-12-31,0,0,3,2,1,0
RA-986,2023,8,2023,8.0107,228.0,92.0,5.0,9.5,9.1,2.52,5.625,8.3,8.3,8.3,8.3,8.83,10.0,0.0,0.0,,2023-12-31,0,0,4,2,0,0
RA-987,2023,8,2023,7.6765,365.0,128.0,8.0,0.0,9.8,6.27,6.875,7.3,7.5,7.0,7.4,9.76,10.0,0.0,0.0,,2023-12-31,0,0,3,2,1,1
RA-988,2023,9,2023,7.9568,251.0,98.0,6.0,7.9,8.1,7.52,6.25,8.5,8.5,8.5,8.5,9.84,5.0,-1.0,0.0,,2023-12-31,0,1,3,2,0,1
RA-989,2023,9,2023,7.7242,341.0,122.0,7.0,9.5,8.1,2.52,7.5,8.3,8.7,7.8,8.4,10.01,5.0,-1.0,0.0,,2023-12-31,0,1,3,2,1,1
RA-677,2023,9,2021,8.5257,83.0,50.0,2.0,10.0,8.2,10.0,6.875,8.7,9.0,8.3,8.8,9.84,5.0,-1.0,1.0,-1.0,2023-12-31,0,1,4,2,0,1
RA-990,2023,9,2023,7.254,522.0,160.0,8.0,0.0,8.5,7.52,7.5,7.8,8.3,7.2,7.9,10.01,5.0,-1.0,0.0,,2023-12-31,0,1,3,2,1,1
RA-991,2023,9,2023,7.7687,319.0,116.0,4.0,10.0,9.1,3.14,6.875,7.7,8.0,7.3,7.8,9.585,5.0,-1.0,0.0,,2023-12-31,0,1,3,2,0,1
RA-992,2023,10,2023,7.2722,517.0,158.0,7.0,9.5,8.2,3.14,5.0,8.0,8.2,7.8,8.0,8.84,5.0,-2.0,1.0,,2023-12-31,0,2,3,2,1,0
RA-703,2023,11,2021,6.2737,816.0,211.0,11.0,9.5,8.4,3.14,6.875,4.6,4.8,4.3,4.7,6.16,5.0,-2.0,1.0,0.0,2023-12-31,0,2,2,2,1,0
RA-993,2023,8,2023,8.7592,38.0,27.0,1.0,9.5,9.8,3.77,7.5,8.6,8.5,8.7,8.6,10.01,10.0,0.0,1.0,,2023-12-31,0,0,4,2,0,1
RA-674,2023,9,2022,6.6328,726.0,197.0,9.0,7.9,8.5,3.77,5.0,5.2,5.3,5.0,5.3,8.67,5.0,-1.0,1.0,-1.0,2023-12-31,0,1,2,2,1,0
RA-994,2023,8,2023,7.4127,462.0,147.0,6.0,9.5,9.4,3.77,5.625,6.0,6.2,5.7,6.1,7.265,10.0,0.0,0.0,,2023-12-31,0,0,3,2,0,0
RA-995,2023,11,2023,6.4782,769.0,206.0,10.0,9.5,7.9,3.77,6.25,5.1,5.3,4.8,5.2,7.18,5.0,-2.0,0.0,,2023-12-31,0,2,2,2,0,0
RA-996,2023,9,2023,8.1892,176.0,79.0,3.0,10.0,9.2,3.77,7.5,8.6,8.7,8.5,8.6,10.01,5.0,-1.0,1.0,,2023-12-31,0,1,4,2,1,1
RA-997,2023,8,2023,7.5687,412.0,136.0,5.0,7.5,8.7,3.77,5.625,7.1,7.2,7.0,7.1,8.595,10.0,0.0,1.0,,2023-12-31,0,0,3,2,1,0
RA-998,2023,11,2023,7.9752,240.0,94.0,3.0,9.5,9.3,3.77,7.5,7.9,8.0,7.7,8.0,9.84,5.0,-2.0,1.0,,2023-12-31,0,2,3,2,0,1
RA-999,2023,9,2023,8.0352,215.0,90.0,2.0,9.0,9.4,3.77,7.5,8.3,8.3,8.3,8.3,9.84,5.0,-1.0,1.0,,2023-12-31,0,1,4,2,1,1
RA-750,2023,11,2019,5.6857,895.0,227.0,9.0,9.5,7.7,3.14,4.375,3.4,3.3,3.5,3.4,6.32,5.0,-2.0,0.0,0.0,2023-12-31,0,2,1,2,1,0
RA-770,2023,8,2022,6.6785,715.0,194.0,8.0,0.0,8.3,3.77,6.875,5.9,6.0,5.7,6.0,8.92,10.0,0.0,0.0,0.0,2023-12-31,0,0,2,2,1,0
RA-771,2023,8,2022,7.056,597.0,175.0,6.0,0.0,8.8,3.14,6.25,8.2,8.2,8.2,8.2,8.585,10.0,0.0,0.0,0.0,2023-12-31,0,0,3,2,0,0
RA-1000,2023,8,2023,7.9162,261.0,100.0,4.0,8.5,9.4,3.77,6.25,7.0,7.0,7.0,7.0,8.92,10.0,0.0,0.0,,2023-12-31,0,0,3,2,0,0
RA-830,2023,9,2022,6.78,685.0,188.0,7.0,0.0,8.9,3.14,6.25,8.3,8.3,8.3,8.3,9.505,5.0,-1.0,0.0,0.0,2023-12-31,0,1,2,2,0,1
RA-1001,2023,9,2023,8.1162,196.0,86.0,1.0,9.0,9.1,7.52,7.5,7.8,8.3,7.3,7.8,9.17,5.0,-1.0,0.0,,2023-12-31,0,1,4,2,0,1
RA-1002,2023,9,2023,7.9012,264.0,101.0,5.0,9.0,9.7,7.52,6.25,7.0,7.0,7.0,7.0,8.92,5.0,-1.0,0.0,,2023-12-31,0,1,3,2,0,0
RA-1003,2023,8,2023,7.6522,376.0,129.0,7.0,9.0,8.5,7.52,7.5,4.0,8.0,0.0,4.0,8.75,10.0,0.0,0.0,,2023-12-31,0,0,3,2,1,0
RA-835,2023,8,2022,8.2467,157.0,73.0,4.0,8.0,8.5,7.52,6.875,8.7,8.5,8.9,8.7,7.835,10.0,0.0,1.0,0.0,2023-12-31,0,0,4,2,1,0
RA-1004,2023,8,2023,8.3137,137.0,69.0,3.0,9.0,9.6,7.52,6.875,7.9,6.5,9.2,8.0,7.42,10.0,0.0,0.0,,2023-12-31,0,0,4,2,0,0
RA-1005,2023,8,2023,8.4252,105.0,60.0,2.0,9.5,7.9,7.52,7.5,8.8,8.4,9.2,8.8,8.165,10.0,0.0,1.0,,2023-12-31,0,0,4,2,1,0
RA-1006,2023,8,2023,8.5922,71.0,45.0,1.0,9.0,9.3,7.52,7.5,8.7,8.7,8.6,8.8,8.0,10.0,0.0,0.0,,2023-12-31,0,0,4,2,0,0
RA-705,2023,10,2022,6.982,619.0,180.0,9.0,0.0,8.3,6.89,7.5,8.8,8.9,8.6,8.9,8.165,5.0,-2.0,0.0,0.0,2023-12-31,0,2,2,2,1,0
RA-1007,2023,8,2023,8.0782,206.0,87.0,6.0,9.0,7.4,7.52,7.5,8.3,8.1,8.5,8.3,7.68,10.0,0.0,1.0,,2023-12-31,0,0,4,2,1,0
RA-1008,2023,8,2023,8.13595,189.0,84.0,5.0,9.0,8.6,7.52,5.9375,8.4,7.5,9.2,8.5,7.5,10.0,0.0,0.0,,2023-12-31,0,0,4,2,1,0
RA-729,2023,9,2022,7.26545,519.0,159.0,8.0,8.0,9.1,3.77,6.5625,8.6,8.2,8.9,8.7,7.01,5.0,-1.0,0.0,-1.0,2023-12-31,0,1,3,2,0,0
RA-1009,2023,8,2023,7.245,527.0,162.0,6.0,0.0,9.0,3.77,7.5,8.8,8.3,9.2,8.9,7.84,10.0,0.0,0.0,,2023-12-31,0,0,3,2,1,0
RA-1010,2023,8,2023,8.70645,45.0,30.0,1.0,9.5,10.0,3.77,7.8125,9.4,9.0,9.8,9.4,8.59,10.0,0.0,1.0,,2023-12-31,0,0,4,2,1,0
RA-1011,2023,8,2023,7.33095,500.0,153.0,5.0,9.5,8.6,3.77,7.1875,5.2,5.5,4.8,5.3,7.675,10.0,0.0,1.0,,2023-12-31,0,0,3,2,1,0
RA-1012,2023,8,2023,7.96495,247.0,97.0,3.0,10.0,9.9,3.77,7.1875,6.6,7.0,6.2,6.6,7.845,10.0,0.0,0.0,,2023-12-31,0,0,3,2,0,0
RA-1013,2023,7,2023,7.6237,386.0,133.0,4.0,9.0,9.6,4.39,5.625,8.3,7.0,9.5,8.4,5.76,10.0,0.0,0.0,,2023-12-31,0,0,3,2,1,0
RA-1014,2023,7,2023,8.2582,153.0,72.0,2.0,9.0,9.7,3.77,7.5,8.2,7.7,8.7,8.2,8.255,10.0,0.0,0.0,,2023-12-31,0,0,4,2,0,0
RA-1015,2023,10,2023,7.5389085,426.0,89.0,6.0,10.0,9.3,6.27,7.34375,6.3,5.0,7.6,6.3,7.786667,5.0,-1.0,0.0,,2023-12-31,1,2,3,2,0,0
RA-734,2023,11,2022,7.305908,505.0,109.0,7.0,8.5,8.0,7.52,7.34375,6.9,6.8,7.0,6.9,7.4466667,5.0,-1.0,1.0,1.0,2023-12-31,1,2,3,2,0,0
RA-687,2023,10,2022,7.617533,389.0,80.0,4.0,8.0,9.0,7.52,7.5,6.9,6.7,7.0,7.0,8.226666,5.0,-1.0,0.0,0.0,2023-12-31,1,2,3,2,1,0
RA-1016,2023,10,2023,7.762575,322.0,69.0,3.0,10.0,9.5,7.52,7.34375,6.7,5.8,7.5,6.8,7.73,5.0,-1.0,1.0,,2023-12-31,1,2,3,2,0,0
RA-1017,2023,11,2023,6.5053334,762.0,153.0,13.0,0.0,8.0,5.02,7.5,7.7,7.0,8.3,7.8,8.116667,5.0,-1.0,0.0,,2023-12-31,1,2,2,2,1,0
RA-688,2023,10,2022,8.0442,213.0,42.0,2.0,8.5,9.3,7.52,7.5,8.6,8.2,9.0,8.6,8.06,5.0,-1.0,0.0,0.0,2023-12-31,1,2,4,2,1,0
RA-1018,2023,10,2023,6.824,665.0,136.0,12.0,0.0,8.5,5.02,7.5,6.3,5.8,6.8,6.3,8.06,10.0,0.0,0.0,,2023-12-31,1,1,2,2,1,0
RA-696,2023,10,2021,7.1726665,549.0,117.0,9.0,0.0,9.4,5.02,7.5,6.7,5.2,8.2,6.7,8.503333,10.0,0.0,0.0,1.0,2023-12-31,1,1,3,2,0,0
RA-1019,2023,8,2023,7.1770334,548.0,116.0,8.0,7.5,9.1,5.02,6.875,4.3,0.5,8.0,4.4,7.8366666,10.0,1.0,0.0,,2023-12-31,1,0,3,2,0,0
RA-514,2023,10,2022,5.8231335,883.0,170.0,15.0,7.9,7.5,2.52,5.0,5.5,4.2,6.8,5.5,5.8966665,5.0,-1.0,0.0,-1.0,2023-12-31,1,2,1,2,0,0
RA-1020,2023,9,2023,7.612283,391.0,82.0,5.0,10.0,9.1,2.52,7.1875,6.1,4.3,7.8,6.2,8.056666,10.0,0.0,0.0,,2023-12-31,1,1,3,2,0,0
RA-1021,2023,9,2023,6.964617,626.0,129.0,11.0,8.0,9.2,3.77,7.1875,3.3,2.5,4.0,3.4,7.8933334,10.0,0.0,0.0,,2023-12-31,1,1,2,2,1,0
RA-1022,2023,9,2023,7.1646166,555.0,118.0,10.0,8.5,8.5,3.77,7.1875,4.7,4.7,4.7,4.7,7.8933334,10.0,0.0,0.0,,2023-12-31,1,1,3,2,1,0
RA-1023,2023,9,2023,9.1342,9.0,1.0,1.0,10.0,10.0,6.27,8.75,9.1,8.5,9.7,9.1,9.06,10.0,0.0,0.0,,2023-12-31,1,1,4,2,0,1
RA-699,2023,10,2022,6.3899918,794.0,158.0,14.0,8.5,8.3,3.77,5.78125,6.0,5.7,6.2,6.1,6.173333,5.0,-1.0,0.0,0.0,2023-12-31,1,2,2,2,1,0
RA-480,2023,11,2021,8.226408,163.0,24.0,3.0,10.0,9.7,7.52,7.96875,7.9,7.2,8.5,8.0,8.336667,5.0,-1.0,0.0,0.0,2023-12-31,1,2,4,2,0,0
RA-678,2023,10,2022,7.5701585,411.0,86.0,7.0,8.0,8.8,6.27,7.65625,7.3,6.8,7.7,7.4,8.336667,5.0,-1.0,1.0,0.0,2023-12-31,1,2,3,2,1,0
RA-1024,2023,10,2023,7.788875,306.0,64.0,5.0,0.0,10.0,6.27,9.21875,9.8,10.0,9.5,9.9,8.95,5.0,-1.0,0.0,,2023-12-31,1,2,3,2,0,0
RA-502,2023,9,2021,8.749075,39.0,3.0,1.0,8.5,9.8,7.52,7.96875,8.0,6.7,9.3,8.0,8.95,10.0,0.0,0.0,-1.0,2023-12-31,1,1,4,0,0,0
RA-1025,2023,9,2023,8.215158,168.0,26.0,4.0,8.5,8.9,7.52,7.65625,7.5,7.5,7.5,7.5,7.8366666,10.0,0.0,0.0,,2023-12-31,1,1,4,2,1,0
RA-680,2023,11,2019,6.5855,740.0,148.0,11.0,0.0,9.1,7.52,6.875,6.4,5.2,7.5,6.5,7.78,5.0,-1.0,0.0,1.0,2023-12-31,1,2,2,2,0,0
RA-1026,2023,14,2023,6.494825,764.0,154.0,12.0,8.5,9.8,7.52,6.40625,3.2,2.3,4.0,3.3,7.06,2.5,-3.0,1.0,,2023-12-31,1,4,2,2,0,0
RA-698,2023,9,2021,7.5536165,419.0,88.0,8.0,8.5,9.9,2.52,7.1875,5.7,4.3,7.0,5.8,8.113334,10.0,0.0,0.0,1.0,2023-12-31,1,1,3,2,1,0
RA-533,2023,11,2022,7.434867,453.0,96.0,9.0,9.0,9.3,7.52,7.5,5.8,4.8,6.7,5.9,7.613333,5.0,-1.0,1.0,0.0,2023-12-31,1,2,3,2,1,0
RA-504,2023,9,2021,8.299533,140.0,20.0,2.0,8.0,8.3,7.52,7.5,7.9,6.5,9.2,8.0,8.836667,10.0,0.0,1.0,0.0,2023-12-31,1,1,4,2,0,0
RA-1027,2023,10,2023,7.7488666,329.0,71.0,6.0,9.5,9.7,7.52,7.5,6.0,4.2,7.7,6.1,8.333333,5.0,-1.0,0.0,,2023-12-31,1,2,3,2,0,0
RA-529,2023,13,2020,7.2789917,514.0,110.0,10.0,8.0,9.6,7.52,5.78125,6.8,4.8,8.7,6.9,6.8933334,5.0,-2.0,0.0,0.0,2023-12-31,1,3,3,2,1,0
RA-1028,2023,11,2023,6.4157085,785.0,155.0,13.0,0.0,9.2,7.52,7.34375,5.0,5.0,5.0,5.0,7.9466667,5.0,-1.0,0.0,,2023-12-31,1,2,2,2,1,0
RA-686,2023,10,2022,7.9642,248.0,50.0,2.0,8.5,9.0,7.52,7.5,8.0,7.3,8.7,8.0,8.56,5.0,-1.0,0.0,0.0,2023-12-31,1,2,3,2,0,0
RA-1029,2023,9,2023,7.058533,595.0,123.0,6.0,10.0,6.3,3.77,7.5,5.4,3.5,7.2,5.5,8.006667,10.0,0.0,0.0,,2023-12-31,1,1,3,2,0,0
RA-1030,2023,11,2023,7.4027,468.0,100.0,5.0,8.5,9.7,3.77,6.875,6.9,6.2,7.5,7.0,8.39,5.0,-1.0,0.0,,2023-12-31,1,2,3,2,1,0
RA-522,2023,10,2021,7.8905334,268.0,54.0,3.0,7.5,9.2,7.52,7.0833335,8.3,8.3,8.2,8.4,8.45,5.0,-1.0,0.0,-1.0,2023-12-31,1,2,3,2,1,0
RA-501,2023,10,2021,8.1357,190.0,32.0,1.0,7.0,8.4,7.52,8.541667,8.9,9.2,8.5,9.0,9.396667,5.0,-1.0,0.0,-1.0,2023-12-31,1,2,4,2,1,1
RA-692,2023,10,2021,6.5884666,739.0,147.0,7.0,7.4,7.7,7.52,6.6666665,4.6,2.8,6.3,4.7,7.39,5.0,-1.0,1.0,0.0,2023-12-31,1,2,2,0,0,0
RA-527,2023,10,2022,7.5682,413.0,87.0,4.0,9.0,9.1,7.52,7.5,6.5,5.7,7.2,6.6,7.78,5.0,-1.0,0.0,-1.0,2023-12-31,1,2,3,2,0,0
RA-1031,2023,10,2023,7.0602,593.0,122.0,4.0,8.0,8.8,7.52,6.6666665,5.9,4.8,7.0,5.9,7.0066667,5.0,-1.0,0.0,,2023-12-31,1,2,3,2,1,0
RA-1032,2023,10,2023,7.4340334,454.0,97.0,3.0,8.5,9.5,7.52,7.2916665,6.0,5.7,6.2,6.1,7.5633335,5.0,-1.0,0.0,,2023-12-31,1,2,3,2,1,0
RA-1033,2023,11,2023,8.126034,192.0,34.0,1.0,9.0,8.9,7.52,8.125,7.9,7.0,8.8,7.9,9.006667,5.0,-1.0,1.0,,2023-12-31,1,2,4,2,0,1
RA-1034,2023,10,2023,7.9642,248.0,50.0,2.0,7.5,9.0,7.52,8.333333,8.3,7.8,8.7,8.4,8.393333,5.0,-1.0,0.0,,2023-12-31,1,2,3,2,1,0
RA-1035,2023,9,2023,6.8888335,645.0,132.0,5.0,0.0,8.3,7.52,7.7083335,5.8,4.0,7.5,5.9,7.78,10.0,0.0,0.0,,2023-12-31,1,1,2,2,1,0
RA-730,2023,10,2021,7.979325,239.0,49.0,4.0,10.0,8.7,5.02,9.53125,7.8,7.8,7.7,7.9,8.67,5.0,-1.0,0.0,1.0,2023-12-31,1,2,3,0,0,0
RA-855,2023,9,2022,8.62995,63.0,6.0,1.0,9.5,10.0,7.52,8.4375,6.8,5.2,8.3,6.9,8.67,10.0,0.0,0.0,1.0,2023-12-31,1,1,4,2,0,0
RA-820,2023,10,2022,7.85605,278.0,57.0,5.0,7.9,7.4,7.52,9.0625,8.9,9.2,8.5,9.0,8.28,5.0,-1.0,0.0,0.0,2023-12-31,1,2,3,2,1,0
RA-738,2023,9,2022,8.123283,193.0,35.0,2.0,8.0,9.3,7.52,8.4375,6.0,4.2,7.8,6.0,8.336667,10.0,0.0,0.0,0.0,2023-12-31,1,1,4,2,0,0
RA-1036,2023,11,2023,6.9705834,621.0,127.0,10.0,0.0,9.6,3.77,9.0625,8.0,9.0,7.0,8.0,8.336667,5.0,-1.0,0.0,,2023-12-31,1,2,2,2,0,0
RA-1037,2023,10,2023,7.655575,374.0,77.0,9.0,9.0,8.4,7.52,8.59375,6.7,5.0,8.3,6.8,8.17,5.0,-1.0,1.0,,2023-12-31,1,2,3,2,1,0
RA-576,2023,11,2022,7.9847417,236.0,48.0,3.0,9.0,9.3,5.02,9.21875,8.0,6.5,9.5,8.0,8.503333,5.0,-1.0,0.0,0.0,2023-12-31,1,2,3,2,0,0
RA-1038,2023,10,2023,7.736825,333.0,72.0,7.0,8.0,9.3,7.52,8.90625,6.5,7.5,5.5,6.5,8.17,5.0,-1.0,0.0,,2023-12-31,1,2,3,0,0,0
RA-1039,2023,12,2023,7.6860332,359.0,74.0,8.0,8.0,9.9,7.52,8.125,6.2,6.0,6.3,6.3,8.056666,5.0,-2.0,0.0,,2023-12-31,1,3,3,2,1,0
RA-1040,2023,12,2023,7.81545,294.0,60.0,6.0,10.0,9.3,7.52,7.8125,6.6,5.8,7.3,6.7,8.06,5.0,-1.0,0.0,,2023-12-31,1,2,3,2,1,0
RA-1041,2023,10,2023,6.724117,699.0,142.0,11.0,10.0,7.2,7.52,7.8125,3.3,1.8,4.7,3.4,8.003333,5.0,-1.0,1.0,,2023-12-31,1,2,2,2,0,0
RA-733,2023,9,2022,8.3342,130.0,19.0,2.0,10.0,8.7,7.52,8.333333,6.2,4.3,8.0,6.3,8.893333,10.0,0.0,0.0,1.0,2023-12-31,1,1,4,2,0,0
RA-837,2023,9,2022,8.2712,148.0,21.0,3.0,9.0,9.3,7.52,7.9166665,7.0,6.3,7.7,7.0,7.8366666,10.0,0.0,0.0,0.0,2023-12-31,1,1,4,2,1,0
RA-519,2023,10,2022,8.0177,223.0,44.0,5.0,9.0,9.9,7.52,7.7083335,7.4,7.5,7.2,7.5,8.223333,5.0,-1.0,1.0,-1.0,2023-12-31,1,2,4,2,1,0
RA-521,2023,10,2022,6.7686667,690.0,141.0,11.0,0.0,9.9,3.77,7.0833335,7.9,7.0,8.7,8.0,8.166667,5.0,-1.0,0.0,-1.0,2023-12-31,1,2,2,2,1,0
RA-1042,2023,10,2023,5.3311667,914.0,172.0,15.0,0.0,6.5,3.77,7.7083335,4.3,4.0,4.5,4.4,7.6666665,5.0,-1.0,1.0,,2023-12-31,1,2,1,2,1,0
RA-713,2023,10,2021,7.4080334,466.0,99.0,9.0,8.0,9.6,3.77,6.875,7.5,6.7,8.2,7.6,8.166667,5.0,-1.0,0.0,0.0,2023-12-31,1,2,3,2,1,0
RA-736,2023,10,2022,7.6000333,397.0,83.0,8.0,8.5,9.5,6.27,7.7083335,6.7,4.8,8.5,6.8,8.11,5.0,-1.0,1.0,1.0,2023-12-31,1,2,3,2,1,0
RA-1043,2023,10,2023,6.5447,751.0,149.0,13.0,10.0,7.9,6.27,7.7083335,2.5,2.0,3.0,2.5,7.8333335,5.0,-1.0,0.0,,2023-12-31,1,2,2,2,1,0
RA-716,2023,10,2022,6.813367,672.0,138.0,10.0,9.0,8.7,3.77,6.875,5.6,5.0,6.2,5.6,7.443333,5.0,-1.0,0.0,0.0,2023-12-31,1,2,2,2,1,0
RA-1044,2023,10,2023,7.6295333,382.0,79.0,7.0,8.0,9.7,7.52,7.5,6.1,4.5,7.7,6.1,8.336667,5.0,-1.0,0.0,,2023-12-31,1,2,3,2,0,0
RA-745,2023,10,2021,7.6683664,370.0,76.0,6.0,9.5,9.3,3.77,8.125,7.0,5.7,8.2,7.1,8.893333,5.0,-1.0,0.0,0.0,2023-12-31,1,2,3,0,1,0
RA-717,2023,11,2021,6.6338334,725.0,145.0,12.0,0.0,8.5,7.52,8.125,5.9,5.5,6.3,5.9,8.446667,5.0,-1.0,1.0,1.0,2023-12-31,1,2,2,2,0,0
